Original Query,Query,Roberta Formality Ranking Score,Concreteness Score,Linguistic Formality Score,Readability
Which country was DVD TV created in?,"Hey, do you know which country kicked off the whole DVD TV thing?",0.37561073899269104,2.373333333333333,63.33333333333333,96.02461538461542
Which country was Career of Evil: The Metal Years created in?,"Yo, so like, in which country did they make that Career of Evil: The Metal Years thing?",0.06166805699467659,2.3689999999999998,73.80952380952381,85.07411764705884
"Which country was Like Father, Like Daughter created in?","Yo, what country did they make Like Father, Like Daughter in?",0.10444863140583038,3.0999999999999996,60.714285714285715,87.99727272727276
Which country was Women in Trouble created in?,"Hey, so like, in which country did they make that movie ""Women in Trouble""?",0.705231249332428,2.45625,68.42105263157895,95.93928571428573
Which country was Survival of the Richest created in?,"Yo, dude! What country whipped up Survival of the Richest?",0.1189800575375557,2.5100000000000002,69.23076923076923,74.86000000000003
Which country was Digable Planets created in?,"Hey, so like, where did Digable Planets even get started, ya know?",0.020330367609858513,1.36625,46.875,81.85500000000002
Which country was The Brave One created in?,"Yo, which country was The Brave One made in?",0.1085045114159584,2.1279999999999997,68.18181818181819,103.70000000000002
Which country was Jaane Hoga Kya created in?,"So, like, in which country did they whip up Jaane Hoga Kya?",0.18091540038585663,2.0687499999999996,56.666666666666664,95.955
Which country was Aim for the Ace! created in?,"Hey, so like, which country did they make Aim for the Ace! in?",0.1037106066942215,3.018333333333333,67.6470588235294,109.12980769230771
Which country was The Big Idea with Donny Deutsch created in?,"Yo, where did The Big Idea with Donny Deutsch get started, like which country?",0.1439964920282364,1.5855555555555556,73.52941176470588,83.85357142857143
Which country was My Life As a Man created in?,"Yo, so like, in which country did they make My Life As a Man?",0.04565204679965973,2.665714285714286,70.58823529411765,101.98214285714286
Which country was N17 created in?,"So, like, in which country did they whip up the N17?",0.17584562301635742,2.758333333333333,53.57142857142857,103.37909090909093
Which country was Got Your Back created in?,"Yo, which country did they whip up Got Your Back in?",0.10118452459573746,3.2433333333333336,61.53846153846154,103.37909090909093
Which country was Glen of Imaal Terrier created in?,"So, like, where did the Glen of Imaal Terrier come from, ya know?",0.021912211552262306,2.0575,61.76470588235294,96.02461538461542
Which country was Space Carrier Blue Noah created in?,"Yo, what country whipped up that Space Carrier Blue Noah thingy?",0.1342974156141281,2.8111111111111113,73.07692307692308,80.30636363636367
Which country was Tree Dzhamal created in?,"Yo, so like, where was Tree Dzhamal made, huh?",0.04793187603354454,1.8149999999999997,57.69230769230769,103.70000000000002
Which country was Giovanni's Room created in?,"So, like, in which country did they whip up Giovanni's Room, ya know?",0.03253655135631561,2.557777777777778,52.77777777777778,89.89642857142859
Which country was In Beaver Valley created in?,"Yo, which country did they whip up Beaver Valley in?",0.1165601834654808,3.5042857142857144,58.33333333333333,86.70500000000001
Which country was American Fiction created in?,"Yo, which country did American Fiction come from?",0.178222194314003,1.9133333333333333,75.0,61.24000000000001
Which country was Epicon created in?,"Yo, in which country did they whip up Epicon?",0.16171376407146454,2.521666666666667,54.54545454545454,84.90000000000003
Which country was dim sim created in?,"Yo, where did dim sim come from, like which country made it?",0.17823615670204163,2.1671428571428573,56.66666666666667,103.00500000000001
Which country was The Whoopi Goldberg Show created in?,"Hey, so like, in which country did they come up with The Whoopi Goldberg Show?",0.1890108287334442,2.2955555555555556,69.44444444444444,90.09000000000002
"Which country was Stargate SG-1, season 5 created in?","Hey, so like, which country did they make Stargate SG-1 season 5 in?",0.14580492675304413,2.0342857142857143,65.625,89.89642857142859
Which country was Blood for Blood created in?,"Yo, where did Blood for Blood even come from? Like, which country was it made in?",0.1642347276210785,2.895555555555555,55.0,103.54
Which country was Why You Wanna created in?,"So, like, which country did they whip up ""Why You Wanna"" in?",0.2062070071697235,2.5439999999999996,44.44444444444444,95.955
Which country was The Border Legion created in?,"Yo, what country did they whip up The Border Legion in?",0.2374890148639679,3.158571428571429,57.69230769230769,87.99727272727276
Which country was The Woman I Love created in?,"Yo, so like, which country did that movie ""The Woman I Love"" come from?",0.08673176169395447,2.5575,73.68421052631578,95.93928571428573
"Which country was See You Tomorrow, Everyone created in?","So, like, which country did they whip up See You Tomorrow, Everyone in?",0.13162846863269806,3.09,47.05882352941177,76.50153846153849
"Which country was I'm Not a Girl, Not Yet a Woman created in?","Yo, which country was ""I'm Not a Girl, Not Yet a Woman"" made in?",0.1544187366962433,2.112727272727273,50.0,95.73000000000002
Which country was The Clockwork Three created in?,Which country did they whip up The Clockwork Three in?,0.7359112501144409,3.6980000000000004,63.63636363636363,95.165
Which country was Hard Boiled created in?,"So, like, in which country did they whip up Hard Boiled, ya know?",0.028693148866295815,3.235,52.94117647058823,96.02461538461542
Which country was Highway Patrol created in?,"Yo, which country came up with the whole Highway Patrol thing?",0.10863898694515228,3.10625,73.07692307692308,87.99727272727276
Which country was Browning Hi-Power created in?,"So, like, where was the Browning Hi-Power made, ya know?",0.025845807045698166,1.4842857142857142,46.42857142857143,95.68818181818183
Which country was Don't Tread on Me created in?,"Where did the whole ""Don't Tread on Me"" thing come from, like which country?",0.8412410020828247,2.72375,63.1578947368421,101.37000000000002
Which country was WTC View created in?,"Yo, which country did they whip up the WTC View in?",0.11872552335262299,2.62,61.53846153846153,103.37909090909093
Which country was Poor Little Fool created in?,"Hey, so like, in which country did they come up with that Poor Little Fool jam?",0.1665545552968979,3.0960000000000005,71.05263157894737,100.70750000000001
Which country was House of Horrors created in?,"Yo, where did that House of Horrors thing get made?",0.21580679714679718,2.217142857142857,70.83333333333334,103.625
Which country was National Treasure created in?,"Yo, which country did they whip up National Treasure in?",0.13574689626693726,3.0985714285714288,58.33333333333333,78.24500000000002
"Which country was OK, Il Prezzo è Giusto! created in?","Yo, so like, which country did that show ""Il Prezzo è Giusto!"" come from?",0.11555234342813492,1.478888888888889,77.5,97.0014285714286
Which country was Lydia Bailey created in?,"Yo, where was that Lydia Bailey thing made, like which country?",0.21210283041000366,1.65,67.85714285714286,87.99727272727276
Which country was Comedy Now! created in?,"Hey, do you know where Comedy Now! first popped up?",0.579530656337738,2.1175,34.61538461538461,91.78000000000003
Which country was 334 created in?,"So, like, which country popped up in '34?",0.15442830324172974,2.355,54.54545454545455,92.965
Which country was Cowboy from Brooklyn created in?,"Yo, where did that Cowboy from Brooklyn dude come from, like what country?",0.05317562073469162,2.5700000000000003,62.5,89.51692307692309
Which country was Greenleaf created in?,"Yo, where was Greenleaf made, like which country?",0.2275400310754776,1.6759999999999997,59.090909090909086,92.965
Which country was New Finnish Grammar created in?,"So, like, in which country did they come up with New Finnish Grammar?",0.3003719449043274,2.57375,59.375,89.51692307692309
Which country was Fair Warning created in?,"Hey, do you know which country Fair Warning got its start in?",0.6345666646957397,2.5225,53.57142857142858,95.955
Which country was The Sharkfighters created in?,"Yo, so like, where did The Sharkfighters get made, huh?",0.0477498434484005,1.505,53.57142857142857,95.165
Which country was A Daughter of Australia created in?,"So, like, which country did they make A Daughter of Australia in, ya know?",0.026353945955634117,2.1475,58.33333333333333,83.85357142857143
Which country was The Shell Seekers created in?,"Hey, so like, what country did they come up with The Shell Seekers in?",0.09771165251731873,2.8000000000000003,64.70588235294117,95.93928571428573
Which country was The Libertine created in?,"Hey, so like, in which country did they make The Libertine, ya know?",0.02660355344414711,1.81125,61.76470588235294,89.51692307692309
Which country was Alove for Enemies created in?,"So, like, which country did they whip up Alove for Enemies in?",0.15943144261837006,2.364285714285714,56.666666666666664,81.85500000000002
Which country was I'll Whip Ya Head Boy created in?,"Yo, which country did they whip up that I'll Whip Ya Head Boy jam in?",0.015384824015200138,3.0200000000000005,61.111111111111114,100.70750000000001
Which country was Being Human created in?,"So, like, in which country did they come up with Being Human?",0.23281070590019226,3.064285714285714,56.666666666666664,95.955
Which country was The Last Stand created in?,"So, like, which country whipped up The Last Stand, ya know?",0.03379850834608078,2.7,60.0,95.68818181818183
Which country was The Island Beneath the Sea created in?,"Yo, so like, where was that book ""The Island Beneath the Sea"" made, ya know?",0.03811350464820862,2.5675,64.28571428571428,95.73000000000002
Which country was A Man About Town created in?,"So, like, which country did they make A Man About Town in?",0.18467387557029724,3.356666666666667,60.0,95.955
Which country was The Heart of a Fool created in?,"Hey, so like, which country did they whip up The Heart of a Fool in?",0.16221268475055695,3.4957142857142856,69.44444444444444,101.37000000000002
"Which country was Glory, Glory created in?","Yo, so like, where did that Glory, Glory thing get made?",0.04331419989466667,1.9171428571428568,70.0,95.68818181818183
Which country was Math the Band created in?,"Yo, in which country did Math the Band kick things off?",0.09298694133758545,2.69625,76.92307692307692,103.37909090909093
Which country was John Smith created in?,"So, like, where was this dude John Smith even created, ya know?",0.025762246921658516,2.3499999999999996,46.875,95.955
Which country was The Deep Eynde created in?,"Yo, so like, where did The Deep Eynde even come from?",0.040843665599823,1.8900000000000003,64.28571428571429,103.37909090909093
Which country was Idiocracy created in?,"So like, which country was that movie Idiocracy made in, ya know?",0.017224300652742386,2.00875,60.0,81.85500000000002
Which country was La Calle grita created in?,"Yo, which country did La Calle Grita come from?",0.19217483699321747,1.3342857142857143,68.18181818181819,94.30000000000001
Which country was I Had Seen Castles created in?,"Hey, what country was that ""I Had Seen Castles"" thing made in?",0.5253493785858154,1.99,56.25,95.955
Which country was We're About 9 created in?,"Hey, do you know which country We're About 9 got started in?",0.3737680912017822,1.6957142857142855,40.0,89.51692307692309
Which country was #1 created in?,"Yo, so like, which country was the OG made in?",0.044063713401556015,1.6759999999999997,69.23076923076923,103.625
Which country was Minnesota Youth Symphonies created in?,"So, like, in which country did the Minnesota Youth Symphonies get started, ya know?",0.11273639649152756,1.7088888888888887,63.888888888888886,65.72500000000001
Which country was United States of Tara created in?,"Hey, so like, in which country did they make the United States of Tara, huh?",0.08059994131326675,1.9000000000000001,71.05263157894737,78.81000000000003
Which country was Notion created in?,"So, like, where did Notion actually come from? What country was it made in?",0.17380060255527496,2.2837500000000004,41.666666666666664,90.95857142857145
Which country was The Glee Project created in?,"Hey, so like, which country did they whip up The Glee Project in?",0.13427118957042694,3.2357142857142853,65.625,96.02461538461542
Which country was Rich Relations created in?,"So, like, what country did they whip up Rich Relations in?",0.14562758803367615,2.7628571428571425,50.0,87.99727272727276
Which country was Jar City created in?,"Yo, where was Jar City made?",0.24638280272483826,2.8,56.25,102.045
Which country was I Wouldn't Want to Live If You Didn't Love Me created in?,"Where was that song ""I Wouldn't Want to Live If You Didn't Love Me"" made, like what country?",0.7554931640625,2.078181818181818,37.5,97.70500000000003
Which country was The Friday Times created in?,"Yo, where did The Friday Times kick off?",0.15686407685279846,2.486666666666667,60.0,92.965
Which country was Xtreme 4x4 created in?,"Yo, which country did they whip up Xtreme 4x4 in?",0.14697936177253723,2.521666666666667,54.166666666666664,103.625
Which country was Cocktail created in?,"Yo, where did the whole Cocktail thing get started, like what country made it up?",0.03132548928260803,2.617,58.33333333333334,90.09000000000002
Which country was Matilda's Legacy created in?,"Where was Matilda's Legacy made, like which country?",0.8356133699417114,1.956,59.090909090909086,66.10000000000002
Which country was New Kids on the Blecch created in?,"So like, which country did New Kids on the Blecch come from, ya know?",0.01803765818476677,2.2066666666666666,70.58823529411765,101.98214285714286
Which country was Soulful Old Man Sunshine created in?,"Hey, so like, which country did they whip up Soulful Old Man Sunshine in?",0.1556207537651062,3.413333333333333,67.64705882352942,89.89642857142859
Which country was The San Pedro Beach Bums created in?,"Yo, what country did those San Pedro Beach Bums get started in?",0.15605305135250092,1.5322222222222222,71.42857142857143,88.905
Which country was Little Bitty Pretty One created in?,"Hey, do you know where that song ""Little Bitty Pretty One"" came from? Like, which country it was made in?",0.5857892036437988,2.411818181818182,57.69230769230769,99.39500000000001
Which country was Del suelo no paso created in?,"Hey, so like, in which country did they make that Del suelo no paso thingy?",0.13003870844841003,1.7011111111111112,66.66666666666667,84.45000000000003
Which country was Goth created in?,"Yo, where did Goth even come from, like which country started it all?",0.07152450829744339,1.7328571428571429,53.125,89.51692307692309
Which country was The Judds - Greatest Hits created in?,"So, like, in which country did they whip up The Judds' Greatest Hits, ya know?",0.04870250076055527,1.8229999999999997,57.5,95.73000000000002
Which country was Love Happens created in?,"So like, which country was Love Happens made in, ya know?",0.013672009110450745,1.69375,57.14285714285714,95.68818181818183
Which country was Scanning the Movies created in?,"So, like, which country whipped up Scanning the Movies, huh?",0.09795308858156204,2.5,57.14285714285714,78.24500000000002
Which country was AIDS United created in?,"So, like, in which country did they actually kick off AIDS United?",0.21003364026546478,2.8225,50.0,74.805
Which country was Child's Play 2 created in?,"So, like, what country did they make Child's Play 2 in?",0.10713789612054825,3.121666666666666,50.0,103.00500000000001
Which country was Muppets from Space created in?,"Yo, which country did they whip up Muppets from Space in, huh?",0.08821786940097809,2.54375,63.33333333333333,95.955
Which country was Wrath created in?,"Yo, which country did they whip up Wrath in?",0.12940406799316406,2.9250000000000003,54.54545454545454,103.70000000000002
Which country was Minsa'y isang Gamu-gamo created in?,"Yo, so like, which country did they make Minsa'y isang Gamu-gamo in, ya know?",0.02519136667251587,1.097,65.0,79.5575
Which country was Check on It created in?,"Yo, so like, which country did they whip up ""Check on It"" in?",0.10012096911668777,3.082,61.11111111111111,102.53230769230771
Which country was First Reading of the Emancipation Proclamation of President Lincoln created in?,"Yo, which country was the Emancipation Proclamation by Lincoln first read in?",0.1290358453989029,2.225,67.85714285714286,46.60500000000002
Which country was Come Some Rainy Day created in?,"Yo, in which country did they whip up Come Some Rainy Day?",0.08294758945703506,3.2612500000000004,64.28571428571429,95.955
Which country was The Legend of Nigger Charley created in?,"Where was that movie, The Legend of Nigger Charley, made?",0.9594027400016785,2.543333333333333,69.23076923076923,86.70500000000001
Which country was Stella Artois created in?,"Yo, where did Stella Artois come from, like which country?",0.2805125117301941,1.5566666666666666,65.38461538461539,86.70500000000001
Which country was Frick and Frack created in?,"Hey, so like, where did Frick and Frack actually get made, ya know?",0.022764606401324272,1.3366666666666667,47.05882352941177,96.02461538461542
Which country was Angel and Big Joe created in?,"Yo, where were Angel and Big Joe cooked up at?",0.1453644037246704,1.8271428571428572,62.5,95.165
Which country was Santa Claus vs. Cupid created in?,"So, like, which country did Santa Claus and Cupid come from, ya know? ",0.10057012736797333,1.7777777777777777,58.82352941176471,96.11442307692309
Which country was Connecticut Grand Opera and Orchestra created in?,"So, like, where did the Connecticut Grand Opera and Orchestra even start up, you know?",0.14347606897354126,2.562,50.0,61.890000000000015
Which country was Dungen created in?,"So, like, which country did Dungen come from?",0.1768585741519928,2.152,54.54545454545455,92.965
Which country was The Delicate Delinquent created in?,"Yo, so like, in which country was The Delicate Delinquent made, ya know?",0.019598443061113358,1.8244444444444443,61.76470588235294,76.50153846153849
Which country was Secret Service created in?,"So, like, in which country did the Secret Service get started, ya know?",0.045466210693120956,2.0625,61.76470588235294,83.0092307692308
Which country was The Wind Has Risen created in?,"So, like, where was The Wind Has Risen made, you know?",0.12925422191619873,2.0100000000000002,50.0,103.37909090909093
Which country was Wedding Campaign created in?,"Yo, where did that Wedding Campaign thing get made, like which country?",0.13093453645706177,2.70125,70.0,88.905
Which country was Strutter created in?,"Yo, like, in which country did they whip up Strutter?",0.099930539727211,2.521666666666667,50.0,95.165
Which country was SIMO created in?,"Yo, which country did they come up with SIMO in?",0.1288490742444992,2.195,58.33333333333333,95.165
Which country was The Locker Room created in?,"Yo, do you know where The Locker Room was made? Like, which country?",0.2862139642238617,2.7474999999999996,52.94117647058823,102.62211538461541
Which country was Just What I Needed created in?,"So, like, in which country did they whip up ""Just What I Needed""?",0.305097371339798,2.0342857142857143,44.44444444444444,96.02461538461542
Which country was Urdu created in?,"So, like, in which country did Urdu pop up?",0.18311555683612823,2.681666666666666,54.166666666666664,94.30000000000001
Which country was The Dollyrots created in?,"Where did The Dollyrots get started, like which country?",0.8093403577804565,1.8,63.63636363636363,75.50000000000003
Which country was Staines Down Drains created in?,"Yo, what country did they whip up Staines Down Drains in?",0.20915336906909943,2.33125,57.69230769230769,95.68818181818183
Which country was The Cisco Kid created in?,"So, like, where did The Cisco Kid actually come from, ya know?",0.01630856655538082,1.775,53.125,88.905
Which country was Siska created in?,"Yo, where did Siska pop up from?",0.18686610460281372,1.6675,55.55555555555556,103.04428571428575
Which country was The Shopping Bag Lady created in?,"Hey, so like, do you know where The Shopping Bag Lady was born or whatever?",0.1334681212902069,2.91875,55.55555555555556,84.45000000000003
Which country was Every Mile a Memory created in?,"Where was Every Mile a Memory made, like which country?",0.7929288744926453,2.878,66.66666666666666,69.78500000000001
Which country was Wrong Turn created in?,"Yo, which place made Wrong Turn, like what country is it from?",0.11876969784498215,2.432857142857143,60.0,103.00500000000001
Which country was Cop Out created in?,"Yo, which country did they whip up Cop Out in?",0.09135424345731735,3.2383333333333333,58.33333333333333,103.625
Which country was Primal Scream created in?,"Where did Primal Scream even come from, like which country?",0.5764314532279968,3.1033333333333335,58.333333333333336,86.70500000000001
Which country was Vatan Aur Desh created in?,"Yo, which country did they whip up Vatan Aur Desh in?",0.1009942889213562,1.89125,61.53846153846154,95.68818181818183
Which country was What Dreams May Come created in?,"So, like, which country did they make What Dreams May Come in, ya know?",0.020250584930181503,1.8887500000000002,52.77777777777778,101.98214285714286
Which country was Ancillary Sword created in?,"So, like, which country did they whip up Ancillary Sword in?",0.1543416678905487,3.068571428571428,53.57142857142857,80.30636363636367
Which country was Swan Silvertones created in?,"Hey, so like, in which country did the Swan Silvertones get started, ya know?",0.02992347627878189,2.128888888888889,69.44444444444444,77.81071428571428
Which country was Mother of Mine created in?,"So, like, which country did they make Mother of Mine in?",0.1227736845612526,3.1449999999999996,57.14285714285714,95.68818181818183
Which country was The Vanishing created in?,"So, like, which country did they whip up The Vanishing in?",0.16586370766162872,3.151666666666666,53.57142857142857,87.99727272727276
Which country was As Simple as That created in?,"Yo, which country did they whip up As Simple as That in?",0.10589270293712616,2.582857142857143,57.14285714285714,103.00500000000001
Which country was On the Path created in?,"Hey, so like, which country was that ""On the Path"" thing made in? ",0.17167717218399048,2.9316666666666666,72.22222222222223,109.12980769230771
Which country was Primal Fear created in?,"Yo, which country did Primal Fear come from?",0.14554950594902039,2.3466666666666667,65.0,92.965
Which country was Hate Me created in?,"Yo, so like, in which country did they whip up Hate Me?",0.05690958723425865,2.7128571428571426,63.333333333333336,103.00500000000001
Which country was aioli created in?,"Yo, so which country whipped up aioli?",0.18601100146770477,2.2600000000000002,66.66666666666666,78.87285714285717
Which country was Viktor created in?,"Yo, which country did Viktor come from?",0.15672606229782104,1.8679999999999999,61.111111111111114,90.95857142857145
Which country was Piranha 3D created in?,"So, like, where did they even make Piranha 3D?",0.13869941234588623,2.818,33.333333333333336,84.90000000000003
Which country was The Magic Pudding created in?,"Where was The Magic Pudding made, like which country?",0.8746928572654724,3.2359999999999998,63.63636363636363,84.90000000000003
Which country was Bison created in?,"Yo, so like, in which country did they whip up Bison?",0.06993421167135239,3.1,60.71428571428571,95.68818181818183
Which country was Atlas Road Crew created in?,"Yo, so like, which country did the Atlas Road Crew pop up in?",0.09123111516237259,3.57125,71.875,96.02461538461542
Which country was Cold Blooded created in?,"Yo, so like, where did they make Cold Blooded?",0.07154209166765213,2.3520000000000003,58.33333333333333,103.70000000000002
Which country was Fame Is the Name of the Game created in?,"Hey, do you know where that ""Fame Is the Name of the Game"" thingy was made? Like, which country?",0.22212018072605133,2.563636363636364,60.0,103.68723684210525
Which country was Shanghai Bound created in?,"Yo, where did they whip up Shanghai Bound?",0.23645511269569397,2.928,50.0,103.54
Which country was The Haves and the Have Nots created in?,"So, like, which country did they whip up The Haves and the Have Nots in?",0.16104446351528168,2.3412499999999996,61.111111111111114,95.73000000000002
Which country was Chant des Partisans created in?,"Yo, do you know where that Chant des Partisans thingy was made?",0.17430365085601807,1.65,53.57142857142858,88.905
Which country was K-11 created in?,"So, like, which country did they whip up K-11 in?",0.14025677740573883,2.758333333333333,50.0,103.37909090909093
Which country was The Tale of the Ticker created in?,"Yo, so like, in which country did they whip up The Tale of the Ticker?",0.0703110471367836,3.0225,69.44444444444444,95.73000000000002
Which country was Hello created in?,"Yo, which country did they whip up Hello in?",0.17017075419425964,2.9883333333333333,54.54545454545454,94.30000000000001
Which country was Uncanny X-Men created in?,"Yo, so like, where did the Uncanny X-Men come to life, ya know?",0.022841891273856163,1.39625,70.58823529411765,95.93928571428573
Which country was There It Go created in?,"Yo, so like, which country did they whip up There It Go in?",0.05802153795957565,2.775,59.375,102.53230769230771
Which country was You've Got a Lover created in?,"Yo, so like, where was that movie ""You've Got a Lover"" made, ya know?",0.0210869200527668,1.7877777777777777,50.0,101.37000000000002
Which country was From Dusk Till Dawn 3: The Hangman's Daughter created in?,"Hey, so like, where was that movie From Dusk Till Dawn 3: The Hangman's Daughter made at?",0.09652600437402725,3.597777777777778,75.0,94.565
Which country was Birdcage Inn created in?,"Yo, where did that Birdcage Inn pop up, like which country?",0.25339052081108093,3.4214285714285717,64.28571428571428,95.68818181818183
Which country was Wizards on Deck with Hannah Montana created in?,"Yo, which country made that Wizards on Deck with Hannah Montana show?",0.20156052708625793,1.92875,82.14285714285714,74.805
Which country was Dotto created in?,"So, like, which country did they whip up Dotto in?",0.1499141901731491,2.758333333333333,50.0,95.165
Which country was Left Behind: World at War created in?,"Hey, so like, which country whipped up Left Behind: World at War?",0.14671657979488373,3.517142857142857,75.0,88.905
Which country was Special Affairs Team TEN created in?,"Yo, so like, in which country did they make that Special Affairs Team TEN thingy?",0.04093198850750923,2.2619999999999996,72.22222222222223,84.45000000000003
Which country was Mila from Mars created in?,"Hey, so like, which country did they whip up Mila from Mars in?",0.1359422355890274,3.0342857142857143,65.625,96.02461538461542
Which country was Truth in the Wilderness created in?,"Hey, so like, which country did they actually make Truth in the Wilderness in?",0.13459070026874542,2.577142857142857,64.70588235294117,77.81071428571428
Which country was Fruitopia created in?,"Yo, which country whipped up Fruitopia, like where did it all start?",0.08458953350782394,2.3514285714285714,60.0,81.85500000000002
Which country was Running Wilde created in?,"Yo, which country whipped up Running Wilde?",0.10831957310438156,2.595,55.55555555555556,78.87285714285717
Which country was Tennessee Waltz created in?,"Yo, where did the Tennessee Waltz come from?",0.39370766282081604,1.938,65.0,103.54
Which country was Group Sex created in?,"Hey, so like, where did Group Sex actually get started?",0.10249005258083344,2.2928571428571423,53.84615384615385,86.70500000000001
Which country was Allsång på Skansen created in?,"Yo, where did Allsång på Skansen even start, like which country?",0.09422150254249573,1.5150000000000001,60.714285714285715,87.99727272727276
Which country was Paper Angels created in?,"So, like, which country did they whip up Paper Angels in?",0.14822480082511902,3.068571428571428,53.57142857142857,87.99727272727276
Which country was Road to the White House created in?,"So like, which country did they whip up Road to the White House in?",0.13528528809547424,3.7737499999999997,59.375,101.98214285714286
Which country was Laughing With created in?,"Yo, so like, which country did they make that Laughing With thing in?",0.03602861985564232,2.736666666666667,62.5,96.02461538461542
Which country was Know Hope Collective created in?,"So, like, which country did Know Hope Collective kick off in?",0.15348610281944275,2.545714285714286,60.714285714285715,87.99727272727276
Which country was Leftover Salmon created in?,"So, like, where did Leftover Salmon actually get started, ya know?",0.03342130407691002,2.2825,36.666666666666664,64.9245454545455
Which country was Gored gored created in?,"Yo, which country did Gored gored come from?",0.13803254067897797,1.5566666666666666,55.0,82.39000000000001
Which country was The Color Morale created in?,"Yo, where did The Color Morale actually get started?",0.2778886556625366,1.7328571428571427,50.0,66.10000000000002
Which country was Jingle All the Way 2 created in?,"Yo, which country did they make Jingle All the Way 2 in?",0.026467368006706238,2.5549999999999997,60.71428571428571,103.00500000000001
Which country was Time Warp created in?,"Yo, which country did Time Warp come from?",0.14902189373970032,2.58,65.0,103.54
Which country was Captain Scarlett created in?,"So, like, where did Captain Scarlett actually come from?",0.13776439428329468,2.025,50.0,75.50000000000003
Which country was The Starfires created in?,"Yo, which country did The Starfires pop up in?",0.12041042745113373,2.445,63.63636363636363,84.90000000000003
Which country was Otep created in?,"Hey, so like, where did Otep even come from? ",0.13069075345993042,1.918,50.0,98.8675
Which country was Ruby Gloom created in?,"Yo, where did Ruby Gloom even come from, like which country made her?",0.11849863827228546,2.66,53.125,89.51692307692309
Which country was Charge of the Model T's created in?,"Yo, where was the Model T made, like which country or whatever?",0.1491115838289261,2.151666666666667,63.33333333333333,81.85500000000002
Which country was Saiyuki created in?,"Yo, which country whipped up Saiyuki?",0.1530439257621765,2.2600000000000002,62.5,73.84500000000001
Which country was The Big Bounce created in?,"Yo, which country did they whip up The Big Bounce in?",0.12270631641149521,3.2357142857142853,61.53846153846153,103.37909090909093
Which country was Welcome to the Wayne created in?,"Yo, which country did they whip up Welcome to the Wayne in?",0.16132044792175293,2.457142857142857,60.71428571428571,95.955
Which country was Assunta Spina created in?,"So, like, which country did they make Assunta Spina in?",0.17555375397205353,1.785,53.84615384615385,78.24500000000002
Which country was The Merry Wives created in?,"Hey, so like, where did The Merry Wives get made, you know?",0.12554234266281128,1.8671428571428572,53.125,95.955
Which country was Beach House created in?,"Hey, so like, which country did Beach House come from?",0.14618997275829315,3.4599999999999995,76.92307692307693,103.625
"Which country was Killing the Chickens, to Scare the Monkeys created in?","Yo, which country was all about killin' chickens to freak out the monkeys?",0.03182847797870636,1.44,68.75,76.50153846153849
Which country was Kare Kano created in?,"Yo, which country was Kare Kano made in?",0.16859610378742218,1.3966666666666665,65.0,92.965
Which country was Take Five created in?,"So, like, in which country did they come up with Take Five?",0.22939707338809967,2.9416666666666664,53.333333333333336,103.00500000000001
Which country was Off Armageddon Reef created in?,"Hey, so like, in which country did they whip up Off Armageddon Reef?",0.13351796567440033,3.2266666666666666,65.625,83.0092307692308
Which country was Philadelphia Grand Opera Company created in?,"Yo, so like, in which country did the Philadelphia Grand Opera Company get started?",0.17881058156490326,2.0949999999999998,70.58823529411765,53.639285714285734
Which country was Wheel Ghar Ghar Mein created in?,"Yo, which country did they whip up Wheel Ghar Ghar Mein in?",0.09620121866464615,2.2211111111111115,64.28571428571429,103.00500000000001
Which country was Elenski but created in?,"So, like, which country was that Elenski dude born in or whatever?",0.08722538501024246,2.405,53.333333333333336,74.805
Which country was Lucky created in?,"Yo, which country did they whip up Lucky in?",0.1580321192741394,2.815,54.54545454545454,94.30000000000001
Which country was Hung Up created in?,"Yo, so like, which country did they whip up ""Hung Up"" in?",0.09468235820531845,3.0733333333333337,64.70588235294117,103.00500000000001
Which country was World of Giants created in?,"So, like, where was World of Giants made, ya know?",0.01569780707359314,1.667142857142857,46.42857142857143,112.08500000000001
Which country was Ultimates created in?,"Yo, which country did they whip up Ultimates in?",0.12339573353528976,2.521666666666667,54.54545454545454,75.50000000000003
Which country was Two Tickets to Paradise created in?,"Hey, so like, where was that movie ""Two Tickets to Paradise"" made?",0.19663432240486145,2.191666666666667,58.82352941176471,88.905
Which country was Last Child created in?,"So, like, which country did Last Child pop up in?",0.1472712904214859,3.415714285714285,57.69230769230769,103.625
Which country was Le soleil des indépendances created in?,"Hey, do you know where Le soleil des indépendances was made? Like, which country?",0.5011706352233887,1.4149999999999998,50.0,84.9157142857143
Which country was Calling Out for You created in?,"Hey, so like, in which country did they make that song ""Calling Out for You""?",0.8358456492424011,2.85625,57.5,95.73000000000002
Which country was TV Slagalica created in?,"So like, in which country did they whip up that TV Slagalica thingy?",0.12349818646907806,2.882222222222222,60.0,76.50153846153849
Which country was Wedlock Deadlock created in?,"Yo, so like, where did they whip up that Wedlock Deadlock thing?",0.06574331969022751,2.768571428571429,63.33333333333333,95.955
Which country was Castel Film Romania created in?,"So, like, which country did Castel Film Romania pop up in?",0.1567712128162384,2.6,60.714285714285715,80.30636363636367
Which country was Unexpected created in?,"Yo, what country did they whip up Unexpected in?",0.19527973234653473,2.893333333333333,40.90909090909091,75.50000000000003
Which country was Y'all created in?,"Hey, so like, where was Y'all born, ya know?",0.01359229814261198,1.6440000000000001,65.38461538461539,112.08500000000001
