,Original Query,modified_query,Roberta Formality Ranking Score,Concreteness Score,Linguistic Formality Score,Readability,question_id
1960,What genre is Pressure?,"In what categorical classification does the auditory composition titled ""Pressure"" reside within the vast spectrum of musical genres?",0.9926889538764954,2.5399999999999996,78.57142857142857,0.5649999999999977,1787
1961,What genre is The Karate Kid?,"In what categorical classification does the cinematic work titled The Karate Kid reside, in terms of its stylistic and thematic attributes?",0.9970742464065552,2.264615384615385,76.08695652173913,16.32000000000002,1788
1962,What genre is Solo?,In what categorical classification can one delineate the artistic and thematic characteristics inherent in the cinematic presentation known as Solo?,0.9959565997123718,2.1190909090909087,76.19047619047619,-12.274999999999975,1789
1963,What genre is Children Without?,"In what categorical classification does the literary work entitled ""Children Without"" reside, considering the myriad of genres that could potentially encompass its thematic and stylistic attributes?",0.9969167709350586,1.895625,65.0,-11.53192307692305,1790
1964,What genre is Egg?,"In what categorization of artistic expression does the work titled ""Egg"" find its classification?",0.9957616925239564,2.807777777777778,61.76470588235294,23.42500000000001,1791
1965,What genre is Annales Bertiniani?,"In what categorical classification or thematic delineation does the historical manuscript known as Annales Bertiniani reside, considering its multifaceted narrative structure and contextual underpinnings?",0.9958868622779846,2.0175,73.07692307692308,-39.599999999999966,1792
1966,What genre is For a Friend?,"In what categorical classification does the musical composition titled ""For a Friend"" reside within the expansive spectrum of artistic genres?",0.996996521949768,2.4766666666666666,80.43478260869566,8.875000000000028,1793
1967,What genre is I Know (You Don't Love Me No More)?,"In what categorical classification does the musical composition ""I Know (You Don't Love Me No More)"" reside within the broader spectrum of artistic genres?",0.9966513514518738,1.908125,65.0,29.180000000000007,1794
1968,What genre is Free Man?,"In what categorical classification can one delineate the genre that encompasses the artistic work entitled ""Free Man""?",0.9966907501220704,2.113,65.0,20.380000000000024,1795
1969,What genre is Butter?,"In what categorical classification of artistic expression does the work titled ""Butter"" reside?",0.996837854385376,2.8344444444444448,71.875,11.424615384615407,1796
1970,What genre is X Japan?,In what categorization of musical styles does the ensemble X Japan find its classification?,0.9966498017311096,2.4388888888888887,70.0,23.42500000000001,1797
1971,What genre is City Slickers?,In what categorical classification does the cinematic production known as City Slickers reside?,0.9943377375602722,2.4611111111111112,67.85714285714286,4.916923076923098,1798
1972,What genre is Axis Of?,In what categorical classification of artistic expression does the musical entity known as Axis Of find its contextual affiliation?,0.997126281261444,2.504166666666667,72.5,4.992105263157924,1799
1973,What genre is Living Things?,"In the vast expanse of musical categorization, which specific genre classification can be ascribed to the auditory work entitled ""Living Things""?",0.7051469087600708,2.095,74.0,12.291428571428613,1800
1974,What genre is Eight Days?,"In what categorical classification or stylistic framework does the narrative composition entitled ""Eight Days"" reside?",0.9968860745429992,2.479,72.22222222222223,-5.789999999999992,1801
1975,What genre is Classified?,In what categorical classification does the artistic oeuvre of the individual known as Classified reside within the vast and multifaceted landscape of musical genres?,0.9870468378067015,2.3335714285714286,84.0,9.750000000000057,1802
1976,What genre is Surgery?,In what categorical classification does the domain of surgical practices reside within the broader spectrum of artistic and professional genres?,0.9877834916114808,1.9633333333333336,80.95238095238095,4.645000000000039,1803
1977,What genre is Canada?,In what categorical classification does the nation-state of Canada find itself within the extensive spectrum of artistic and cultural genres?,0.9961341619491576,1.6781818181818182,76.19047619047618,16.32000000000002,1804
1978,What genre is Now I Know?,"In what categorical classification does the literary work entitled ""Now I Know"" find its contextual and thematic resonance within the broader spectrum of artistic genres?",0.9962620139122008,1.643529411764706,64.28571428571428,12.26000000000002,1805
1979,What genre is Believer?,"In what overarching classification or categorical taxonomy does the musical composition entitled ""Believer"" find its existential placement?",0.9923690557479858,2.1366666666666667,60.0,-34.36117647058819,1806
1980,What genre is High Risk?,In what categorical classification does the entity known as High Risk reside within the spectrum of artistic expressions or thematic delineations?,0.983424961566925,1.8614285714285712,77.27272727272727,12.291428571428613,1807
1981,What genre is Homework?,In what categorical classification does the creative work known as Homework reside within the broader spectrum of artistic genres?,0.9917981624603271,2.2391666666666663,82.5,22.8026315789474,1808
1982,What genre is Rude Kids?,In what specific categorization of musical classification does the ensemble known as Rude Kids find its auditory expression?,0.9966711401939392,2.8233333333333337,71.05263157894737,14.66500000000002,1809
1983,What genre is El honorable Señor Valdez?,"In what categorical classification does the literary work entitled ""El honorable Señor Valdez"" reside within the overarching framework of artistic genres?",0.9969356060028076,1.654,77.08333333333333,-7.851428571428528,1810
1984,What genre is Evil?,"In what category or classification does the entity referred to as ""Evil"" reside within the multifaceted spectrum of artistic genres?",0.9942871928215028,2.1163636363636367,76.08695652173913,8.875000000000028,1811
1985,What genre is Patience?,"In what categorical classification does the work titled ""Patience"" reside within the broader spectrum of artistic genres?",0.99579119682312,2.0636363636363635,77.5,20.380000000000024,1812
1986,What genre is Piel?,"In what categorical classification does the artistic work entitled ""Piel"" reside, with particular emphasis on its stylistic and thematic characteristics?",0.9968969821929932,1.880769230769231,72.91666666666667,-8.044999999999959,1813
1987,What genre is Wolf?,"In what categorical classification of artistic expression does the entity known as ""Wolf"" find its designation?",0.9940512776374816,2.529,65.78947368421052,16.107500000000016,1814
1988,What genre is Walk Away?,"In what manner of classification or categorical delineation does the composition titled ""Walk Away"" find its contextual and thematic resonance within the broader spectrum of musical genres?",0.995879888534546,2.000588235294118,68.33333333333333,3.9633333333333662,1815
1989,What genre is Max Payne 3?,In what categorical framework of artistic classification does the interactive entertainment product known as Max Payne 3 reside?,0.9968083500862122,2.416666666666667,78.94736842105263,9.965000000000003,1816
1990,What genre is The Icicle Works?,In what categorial classification does one delineate the stylistic and thematic constituents pertaining to the oeuvre of The Icicle Works?,0.9969053864479064,1.6927272727272729,71.42857142857143,25.795000000000044,1817
1991,What genre is Tool?,In what categorial classification of musical artistry does the ensemble known as Tool find its ontological alignment?,0.9951549768447876,2.409090909090909,69.44444444444444,15.403529411764737,1818
1992,What genre is Reality?,What categorical classification or typological designation can be ascribed to the phenomenon commonly referred to as 'Reality'?,0.8082622289657593,1.44,57.89473684210526,-24.408235294117617,1819
1993,What genre is Gain?,"In what categorical classification of artistic expression does the work titled ""Gain"" reside?",0.996818780899048,2.538888888888889,71.875,17.932307692307717,1820
1994,What genre is Risen?,"In what classification or categorical framework does the interactive electronic entertainment product known as Risen reside, with respect to its thematic and stylistic elements?",0.9970935583114624,2.3160000000000003,75.0,-4.349999999999966,1821
1995,What genre is Thomas Morris?,In what categorical classification of artistic expression does the oeuvre of Thomas Morris find its predominant alignment?,0.9970232844352722,1.7936363636363633,75.0,10.42705882352942,1822
1996,What genre is June?,"In what categorical classification does the temporal designation of June reside, with particular emphasis on its stylistic and thematic constituents?",0.994394063949585,1.9691666666666665,79.54545454545455,-3.8149999999999697,1823
1997,What genre is Collaboration West?,In what categorical classification of artistic expression does the entity known as Collaboration West find its contextual affiliation?,0.9968672394752502,2.3991666666666664,71.05263157894737,-4.134999999999991,1824
1998,What genre is My Friends?,"In what classification of artistic expression does the work entitled ""My Friends"" reside?",0.9966644644737244,2.01375,65.625,37.455384615384645,1825
1999,What genre is Giants: Citizen Kabuto?,"In what categorical classification of artistic expression does the work entitled ""Giants: Citizen Kabuto"" find its contextual alignment?",0.9969292283058168,2.114615384615385,68.18181818181819,0.5649999999999977,1826
2000,What genre is Thangigagi?,In what categorically delineated classification does the artistic work known as Thangigagi reside?,0.9968648552894592,1.9044444444444448,60.714285714285715,-8.098461538461521,1827
2001,What genre is The Web?,In what categorial classification does the digital entity known as The Web reside?,0.9843767881393432,2.5575,75.0,30.947692307692336,1828
2002,What genre is Colony House?,In what categorical classification of musical genre can one situate the artistic output of the ensemble known as Colony House?,0.9959511756896972,2.869090909090909,78.57142857142857,30.02500000000003,1829
2003,What genre is Beyond the Wall of Sleep?,"In what classification of literary narrative does the work titled ""Beyond the Wall of Sleep"" find its categorization?",0.9855732321739196,3.042,69.04761904761905,33.465,1830
2004,What genre is All Good Things?,"In what categorical classification does the cinematic work titled ""All Good Things"" reside, considering the multifaceted nature of genre delineation within the filmic narrative framework?",0.9966108202934264,2.1611764705882353,79.3103448275862,-4.659999999999997,1831
2005,What genre is Epidemic?,"In what categorical classification does the work titled ""Epidemic"" reside within the broader spectrum of literary genres?",0.9734326004981996,2.2227272727272727,77.5,5.450588235294163,1832
2006,What genre is Pink Floyd – The Wall?,"In what categorical classification does the auditory composition referred to as Pink Floyd's opus ""The Wall"" reside within the multifarious spectrum of musical genres?",0.9969710111618042,2.3280000000000003,80.35714285714286,8.876000000000005,1833
2007,What genre is Beyond the Law?,"In what categorical classification of artistic expression does the cinematic work titled ""Beyond the Law"" reside?",0.9968898892402648,2.6100000000000003,76.3157894736842,16.107500000000016,1834
2008,What genre is Second Generation?,In what categorical classification can one situate the artistic manifestation known as Second Generation?,0.9965033531188964,2.27125,70.0,-6.789285714285711,1835
2009,What genre is City of Pearl?,"In what categorization or classification does the literary work entitled ""City of Pearl"" find its contextual and thematic alignment within the broader spectrum of genre delineations?",0.9968225955963136,2.246875,74.13793103448276,7.991153846153878,1836
2010,What genre is 7B?,In what categorical classification of artistic expression does the entity designated as 7B reside?,0.9968750476837158,2.4749999999999996,73.33333333333334,-0.7464285714285381,1837
2011,What genre is The Boondock Saints?,In what particular classification of artistic expression does the cinematic work known as The Boondock Saints reside?,0.9963345527648926,2.099090909090909,75.0,25.35647058823531,1838
2012,What genre is Mother Love Bone?,In what categorical classification of musical expression does the ensemble known as Mother Love Bone find its identity?,0.9966589212417604,2.977272727272727,71.05263157894737,24.065,1839
2013,What genre is Frederic Edwin Church?,In what categorical classification of artistic expression does the oeuvre of Frederic Edwin Church find its situational context?,0.9971110820770264,1.9366666666666668,76.3157894736842,14.66500000000002,1840
2014,What genre is Joe Mooney?,In what categorical classification of artistic expression does the oeuvre of the individual known as Joe Mooney reside?,0.9968231916427612,1.8227272727272728,81.57894736842105,24.065,1841
2015,What genre is The Wall?,"In what categorical classification of musical expression does the album entitled ""The Wall"" reside?",0.9967436790466307,2.87,73.52941176470588,11.339285714285722,1842
2016,What genre is Infected?,"In what categorical classification can one ascribe the characteristic stylistic attributes of the work entitled ""Infected""?",0.9967445135116576,2.0022222222222226,65.78947368421052,-10.329999999999984,1843
2017,What genre is The Morning After?,"In what categorical classification does one situate the artistic work entitled ""The Morning After""?",0.9969502091407776,2.23125,64.70588235294117,17.382142857142867,1844
2018,What genre is Stand Up?,"In what categorical classification does the artistic work entitled ""Stand Up"" reside?",0.9967753291130066,2.6255555555555556,60.0,18.405,1845
2019,What genre is Mobile?,In what categorical classification does the entity 'Mobile' reside within the broader spectrum of artistic and cultural genres?,0.9932411909103394,1.9910000000000003,80.0,9.965000000000003,1846
2020,What genre is Thin Ice?,"In what classification of artistic expression or thematic categorization does the cinematic work entitled ""Thin Ice"" find its appropriate contextual alignment?",0.996648609638214,2.463333333333334,70.83333333333333,-3.822857142857117,1847
2021,What genre is Still Life?,"In what categorical classification of artistic expression does the work entitled ""Still Life"" reside, and how might its thematic and stylistic constituents contribute to its overarching genre designation?",0.99675190448761,2.023529411764706,60.9375,6.19357142857146,1848
2022,What genre is 8mm?,In what manner of artistic categorization does the cinematic work entitled '8mm' reside within the expansive spectrum of narrative modalities?,0.991120994091034,2.1941666666666664,79.54545454545455,4.645000000000039,1849
2023,What genre is The Candidate?,In what categorically intricate classification does one delineate the artistic and thematic essence of the narrative known as The Candidate?,0.994197964668274,2.109090909090909,69.04761904761905,8.875000000000028,1850
2024,What genre is Jay Bentley?,In what categorical classification of artistic expression does one find the musical stylistic contributions of the individual known as Jay Bentley?,0.9964104294776917,2.220769230769231,77.27272727272728,8.262857142857143,1851
2025,What genre is New Watch?,In what categorical classification of artistic expression does the entity known as New Watch reside?,0.9958672523498536,2.663,78.125,22.410000000000025,1852
2026,What genre is Man?,"In what categorical classification does the entity known as 'Man' reside, with particular regard to its stylistic and thematic conventions within the broader spectrum of artistic expression?",0.9967380166053772,1.755625,78.33333333333334,7.096666666666664,1853
2027,What genre is Bobby Hackett?,In what categorical classification of musical styles does the oeuvre of Bobby Hackett find its predominant affiliation?,0.9970144033432008,1.5854545454545457,75.0,10.42705882352942,1854
2028,What genre is Whatever You Want?,"Inquiring into the categorical classification of the artistic composition entitled ""Whatever You Want,"" one seeks to ascertain the specific genre to which it may be ascribed.",0.996826708316803,1.7023076923076923,53.333333333333336,11.245000000000031,1855
2029,What genre is Seed?,"In what category of artistic expression does the work entitled 'Seed' reside, and how might one delineate its stylistic characteristics within the broader context of genre classification?",0.9965492486953736,2.1178571428571433,70.0,16.496666666666698,1856
2030,What genre is VS?,"Inquire regarding the categorical classification pertaining to the artistic or cultural typology of the entity designated as ""VS.""",0.9969621300697328,1.7799999999999998,73.80952380952381,-4.399999999999977,1857
2031,What genre is Jenifer?,In what categorization or classification does the musical oeuvre of the artist known as Jenifer reside within the expansive spectrum of artistic genres?,0.9966475367546082,2.1107692307692307,83.33333333333333,17.968260869565228,1858
2032,What genre is Kanoon?,In what categorical classification does the entity known as Kanoon reside within the vast spectrum of artistic expressions commonly referred to as genres?,0.9945806860923768,1.6764285714285714,75.0,14.29000000000002,1859
2033,What genre is Blossom?,"In what categorical classification of artistic expression does the television series known as ""Blossom"" find its contextual and stylistic affiliation?",0.9969559907913208,2.6138461538461537,69.56521739130434,0.4150000000000204,1860
2034,What genre is Caprica?,Inquiring into the categorical classification that encapsulates the thematic and stylistic essence of the television series known as Caprica.,0.979867696762085,1.7799999999999998,77.5,-12.81842105263155,1861
2035,What genre is Corruption?,In what categorical classification does the phenomenon of Corruption reside within the broader spectrum of artistic and cultural expressions?,0.9967357516288756,1.9890909090909092,85.0,0.5394736842105203,1862
2036,What genre is Eve?,Inquiring into the categorical classification of the artistic genre to which the entity known as Eve is ascribed?,0.9950986504554749,1.976,71.05263157894737,24.065,1863
2037,What genre is Third Day?,In what categorical classification of musical style does the ensemble known as Third Day find its artistic identity?,0.99677973985672,2.74,71.05263157894737,28.765000000000015,1864
2038,What genre is The Promoter?,"In what categorical classification does the work entitled ""The Promoter"" find its contextual alignment?",0.996623992919922,2.468888888888889,61.76470588235294,11.339285714285722,1865
2039,What genre is The Prize?,"In what categorical classification of literary or artistic form does the work entitled ""The Prize"" reside?",0.9966433048248292,2.554,73.68421052631578,21.39500000000001,1866
2040,"What genre is Baby, I'm Back?","In what categorical classification of musical composition does the auditory work titled ""Baby, I'm Back"" find its discernible placement?",0.9970380067825316,2.6293333333333337,66.66666666666666,8.875000000000028,1867
2041,What genre is The Experts?,"In what classification of artistic expression does the cinematic work titled ""The Experts"" reside?",0.996738851070404,2.384444444444445,73.52941176470588,23.42500000000001,1868
2042,What genre is Shine?,"In what categorical classification does the composition entitled ""Shine"" reside within the broader context of artistic musical genres?",0.996987760066986,2.0833333333333335,78.57142857142857,0.5649999999999977,1869
2043,What genre is Terra?,"Inquiring as to the categorical classification pertaining to the artistic and thematic framework encompassed by the entity known as Terra, what specific genre might be ascribed to its characterization?",0.9966439008712769,1.628125,62.903225806451616,-3.468965517241344,1870
2044,What genre is Caught?,"In what categorization of artistic expression does the work titled ""Caught"" reside?",0.9958524703979492,2.70125,70.0,32.504999999999995,1871
2045,What genre is The Band?,In what categorical musical classification does the ensemble known as The Band find its definitive auditory and stylistic identity?,0.9942938685417176,2.681666666666666,70.0,4.992105263157924,1872
2046,What genre is Mobile Home?,"In what category of artistic expression does the cinematic endeavor entitled ""Mobile Home"" reside?",0.9964112639427184,2.51,73.52941176470588,11.339285714285722,1873
2047,What genre is Soldier?,"In what category of artistic expression does the entity known as ""Soldier"" reside, considering the multifaceted dimensions of genre classification?",0.8823444247245789,2.43,75.0,0.4150000000000204,1874
2048,What genre is Gåten Ragnarok?,In what categorization of artistic expression does the cinematic endeavor titled Gåten Ragnarok find its classification?,0.9963412880897522,1.9954545454545456,67.6470588235294,-5.04249999999999,1875
2049,What genre is Criminal?,"In what categorial classification does the cinematic work entitled ""Criminal"" find its thematic and stylistic alignment within the broader spectrum of artistic expression known as genre?",0.9967905879020692,2.015882352941176,72.41379310344828,7.991153846153878,1876
2050,What genre is Modern Talking?,In what classification of musical categorization does the auditory ensemble known as Modern Talking reside?,0.9966110587120056,2.862,78.125,5.490000000000009,1877
2051,What genre is Coral Records?,"In what categorial classification does the entity known as Coral Records reside, in terms of musical genre delineation?",0.9944077730178832,1.9125,80.0,24.065,1878
2052,What genre is Password?,"In what categorical classification does the term ""Password"" reside within the broader spectrum of artistic or literary genres?",0.9935824275016784,2.190909090909091,80.95238095238096,14.66500000000002,1879
2053,What genre is Big Business?,"In what categorical classification of artistic expression does the cinematic work titled ""Big Business"" reside?",0.9969016313552856,2.77,75.0,-0.1499999999999772,1880
2054,What genre is Foxy Brown?,In what categorical classification does the cinematic work known as Foxy Brown reside within the expansive spectrum of artistic genres?,0.9952804446220398,2.318333333333334,83.33333333333334,17.335000000000036,1881
2055,What genre is Zones?,"In what categorical classification can the work titled ""Zones"" be situated within the overarching framework of literary or artistic genres?",0.9969101548194884,2.0025,67.3913043478261,0.4150000000000204,1882
2056,What genre is Options?,"In what categorical classification does the entity known as ""Options"" reside, pertaining to its artistic or narrative stylistic framework?",0.9966536164283752,2.206666666666667,65.21739130434783,4.992105263157924,1883
2057,What genre is Dangerous?,In what categorical classification does the artistic work entitled 'Dangerous' find its contextualized placement within the overarching schema of genre delineation?,0.994665503501892,1.5964285714285713,69.56521739130434,-11.879999999999995,1884
2058,What genre is The Gift?,In what manner of categorization might one classify the artistic composition known as The Gift within the expansive spectrum of literary or cinematic genres?,0.9968042373657228,2.3716666666666666,80.0,13.275000000000034,1885
2059,What genre is Pulse?,In what categorical classification does the artistic manifestation known as Pulse reside within the broader spectrum of genre delineations?,0.9465117454528807,2.1591666666666667,82.5,9.4447368421053,1886
2060,What genre is Castle Freak?,In what categorical classification of artistic expression does the cinematic work known as Castle Freak reside?,0.996722400188446,2.801818181818182,79.41176470588235,21.39500000000001,1887
2061,What genre is Association for Public Art?,In what categorical classification does the Association for Public Art find its contextual alignment within the multifaceted spectrum of artistic genres?,0.9964631199836732,2.449230769230769,79.54545454545455,0.2057142857142935,1888
2062,What genre is Bullet to the Head?,"In what categorical classification does the cinematic work ""Bullet to the Head"" reside, and what are the defining characteristics that delineate its genre?",0.9969725608825684,2.6630769230769227,62.96296296296296,21.646521739130463,1889
2063,What genre is Disturbed?,In what categorical classification of musical expression does the ensemble known as Disturbed find its artistic identity?,0.996629536151886,2.48,69.44444444444444,5.450588235294163,1890
2064,What genre is Eating?,"In what categorical classification does the literary work entitled ""Eating"" reside within the broader spectrum of artistic genres?",0.9960094690322876,2.089166666666667,78.57142857142857,5.265000000000015,1891
2065,What genre is Tuesday?,In what categorical classification of artistic expression does the temporal designation of Tuesday reside?,0.9791281819343568,2.44,76.66666666666667,-6.789285714285711,1892
2066,What genre is The Dive?,"In what categorical classification of artistic expression does the work entitled ""The Dive"" reside?",0.9968243837356568,2.467777777777778,73.52941176470588,17.382142857142867,1893
2067,What genre is White House?,In what categorical classification can one delineate the artistic and thematic essence of the entity known as the White House?,0.9968223571777344,2.351,76.19047619047619,30.02500000000003,1894
2068,What genre is Kiss?,In what specific categorization of musical expression does the ensemble known as Kiss find its classification?,0.9965150356292723,2.816,67.6470588235294,21.39500000000001,1895
2069,What genre is Shaft?,"In what specific categorical classification of artistic expression does the cinematic work entitled ""Shaft"" reside?",0.9968172311782836,2.544545454545455,75.0,-5.789999999999992,1896
2070,What genre is Ripped Off?,"In what categorical classification does the work titled ""Ripped Off"" ostensibly reside within the broader spectrum of artistic and cultural genres?",0.9678654670715332,1.852142857142857,66.66666666666667,12.291428571428613,1897
2071,What genre is Motor?,In what categorical classification does the musical entity known as Motor reside within the overarching framework of genre delineations?,0.9882273077964784,2.544166666666667,77.5,0.5394736842105203,1898
2072,What genre is Red Velvet?,In what categorical classification of musical styles does the ensemble known as Red Velvet find its artistic identity?,0.9967880249023438,2.6275,71.05263157894737,19.36500000000001,1899
2073,What genre is Slam Stewart?,In what categorical classification of musical expression does the artistic oeuvre of Slam Stewart reside?,0.9969338178634644,2.242,78.125,16.77000000000001,1900
2074,What genre is Alive?,"In what categorical classification does the cinematic work entitled ""Alive"" reside within the broader spectrum of artistic genres?",0.9947108030319214,2.0558333333333336,78.57142857142857,5.265000000000015,1901
2075,What genre is League of Legends?,In which categorical classification within the expansive realm of interactive digital entertainment does the multifaceted gaming experience known as League of Legends reside?,0.9124575257301332,2.512,87.5,-4.101304347826073,1902
2076,What genre is The Shout?,In what classification of artistic expression does the cinematic piece entitled The Shout find its contextual and thematic resonance?,0.9964236617088318,2.3091666666666666,70.0,18.350000000000023,1903
2077,What genre is Tug?,"In what categorical classification does the artistic work entitled ""Tug"" reside within the broader spectrum of literary or cinematic genres?",0.995931088924408,2.103846153846154,78.26086956521739,4.645000000000039,1904
2078,What genre is Pinch?,"In what categorical classification does the work ""Pinch"" find its thematic and stylistic affiliation within the broader spectrum of artistic expression?",0.996892273426056,2.1853846153846153,75.0,12.291428571428613,1905
2079,What genre is Inside Out?,"In what category of artistic expression does the cinematic work entitled ""Inside Out"" find its classification?",0.9966412782669068,2.402,65.78947368421052,16.107500000000016,1906
2080,What genre is Alter Ego?,"In which categorical classification of artistic expression does the work titled ""Alter Ego"" find its contextual identity?",0.996877908706665,2.42,70.0,5.450588235294163,1907
2081,What genre is Gene?,In what categorical classification of artistic expression does the entity referred to as Gene reside?,0.9969301819801332,2.33,75.0,11.130000000000024,1908
2082,What genre is The Test?,"In what categorial classification or stylistic framework does the narrative composition titled ""The Test"" find its contextual placement?",0.9955990314483644,2.5341666666666667,66.66666666666666,5.265000000000015,1909
2083,What genre is The Institute?,"In what manner of literary categorization does the narrative work entitled ""The Institute"" find its classification?",0.9966171383857728,2.372,65.78947368421052,5.532499999999999,1910
2084,What genre is Evil?,"In what categorical classification does the entity known as Evil reside, considering its thematic and stylistic attributes?",0.9967359900474548,1.8272727272727272,65.78947368421052,-4.50235294117644,1911
2085,What genre is Bone Eater?,"In what categorical classification of artistic expression does the work titled ""Bone Eater"" reside, considering the multifaceted nuances of genre delineation?",0.9955273270606996,2.4113333333333333,76.0,-3.822857142857117,1912
2086,What genre is World of Men?,"In what categorical classification does the narrative composition titled ""World of Men"" reside?",0.9948245286941528,3.0933333333333333,71.875,11.424615384615407,1913
2087,What genre is You Are Free?,"In what categorical classification does the artistic work entitled ""You Are Free"" reside, in terms of its stylistic and thematic characteristics?",0.9970270991325378,1.853846153846154,66.0,16.32000000000002,1914
2088,What genre is No Direction Home?,"In what categorical classification does the cinematic work entitled ""No Direction Home"" reside within the multifaceted spectrum of artistic genres?",0.996518850326538,2.4015384615384616,80.43478260869566,-3.8149999999999697,1915
2089,What genre is Animal?,In what categorical classification does the entity known as Animal reside within the broader spectrum of artistic and cultural expressions?,0.9960373044013976,2.1958333333333333,80.95238095238095,8.875000000000028,1916
2090,What genre is Jan Miense Molenaer?,In what classification of artistic expression does the oeuvre of Jan Miense Molenaer find its contextualization?,0.9969394207000732,1.207,73.52941176470588,26.682500000000005,1917
2091,What genre is Ultima Online: Samurai Empire?,"In what categorical classification does the interactive digital realm of Ultima Online: Samurai Empire reside, in terms of its thematic and stylistic attributes?",0.9967247843742372,2.1233333333333335,80.76923076923076,-0.423043478260837,1918
2092,What genre is Dhruva?,What categorical classification might one ascribe to the artistic work known as Dhruva?,0.9954326152801514,2.0685714285714285,71.42857142857143,30.947692307692336,1919
2093,What genre is Wars?,"In what categorical classification does the artistic work entitled ""Wars"" reside, considering the multifaceted nature of genre delineation and its attendant implications for interpretative frameworks?",0.996692419052124,1.8676470588235297,74.13793103448276,-21.579999999999984,1920
2094,What genre is London?,"In what categorical classification does the urban expanse of London reside, particularly in relation to its cultural, artistic, and thematic characteristics?",0.9966893196105956,2.0530769230769232,72.0,-11.879999999999995,1921
2095,What genre is Love?,"In what categorical classification does the artistic composition titled ""Love"" reside within the multifaceted spectrum of literary genres?",0.9969180822372437,2.32,78.57142857142857,-13.534999999999997,1922
2096,What genre is The Deep?,"In what categorical classification does the artistic work titled ""The Deep"" find its situational contextualization within the broader spectrum of creative genres?",0.9968522191047668,1.987142857142857,74.0,7.614090909090919,1923
2097,What genre is The Sanctuary Sparrow?,What categorical classification encompasses the literary work entitled The Sanctuary Sparrow?,0.9965054988861084,2.3600000000000003,70.83333333333333,-35.057272727272675,1924
2098,What genre is Ross the Boss?,In what categorical classification of artistic expression does one situate the oeuvre of the individual known as Ross the Boss?,0.9960455298423768,2.059090909090909,76.19047619047619,34.255000000000024,1925
2099,What genre is Value for Money?,"In what categorical classification does the concept of economic efficiency, commonly referred to as Value for Money, reside?",0.9949948787689208,2.151818181818182,71.42857142857143,5.265000000000015,1926
2100,What genre is They Live?,"In what categorical classification of artistic expression does the cinematic work ""They Live"" reside?",0.996745467185974,2.7411111111111115,67.6470588235294,11.339285714285722,1927
2101,What genre is Evil?,"In the context of the multifaceted categorization of artistic expressions, to which specific genre classification does the entity known as ""Evil"" pertain?",0.9936769604682922,2.060769230769231,80.76923076923077,7.614090909090919,1928
2102,What genre is Ring?,"In what categorical classification of artistic expression does the work entitled ""Ring"" find its contextual placement?",0.9969310760498048,2.516363636363636,60.526315789473685,10.820000000000022,1929
2103,What genre is Severity?,"In what categorical classification does the work entitled ""Severity"" reside, considering the multifaceted nature of genre delineation and the potential for interpretative variance?",0.9936072826385498,2.0453333333333332,75.92592592592592,-18.81434782608693,1930
2104,What genre is Puzzle Series?,In what categorical classification or stylistic framework does the Puzzle Series find its contextual and thematic residence?,0.9964937567710876,2.616363636363636,69.44444444444444,10.42705882352942,1931
2105,What genre is Droid?,In what categorical classification does the entity known as Droid reside within the broad spectrum of artistic or narrative modalities?,0.9958258867263794,2.1058333333333334,80.95238095238095,17.335000000000036,1932
2106,What genre is Unity?,In what categorical classification does the phenomenon known as Unity reside within the vast spectrum of artistic or creative genres?,0.9971165657043456,2.1233333333333335,80.95238095238095,17.335000000000036,1933
2107,What genre is Fever?,"In what categorical classification does the composition entitled ""Fever"" reside, considering the multifarious paradigms of artistic expression?",0.996526300907135,1.9016666666666664,71.42857142857143,-29.384705882352932,1934
2108,What genre is Omen?,"In what categorical classification of artistic expression does the cinematic work entitled ""Omen"" find its alignment?",0.9968358874320984,2.408181818181818,65.78947368421052,0.2450000000000045,1935
2109,What genre is AD?,In what categorical classification does the entity AD reside within the broader spectrum of artistic expressions?,0.9915375709533693,2.2270000000000003,85.29411764705884,10.820000000000022,1936
2111,What genre is 2?,In what classification of artistic expression does the entity designated as '2' reside?,0.9967051148414612,2.532857142857143,68.75,17.932307692307717,1937
2112,What genre is Numb?,"In what categorical classification of artistic expression does the composition ""Numb"" reside within the broader spectrum of musical genres?",0.9967083930969238,2.2991666666666664,84.0909090909091,4.992105263157924,1938
2113,What genre is Bro?,"In what categorical classification does the musical work entitled ""Bro"" reside?",0.9968202114105223,2.56125,67.85714285714286,11.088181818181852,1939
2114,What genre is The LeeVees?,In what categorical classification of musical genres might one situate the artistic output of the ensemble known as The LeeVees?,0.9953318238258362,2.0420000000000003,78.57142857142857,30.02500000000003,1940
2115,What genre is The Missing?,In what categorical classification of artistic expressions does the work entitled The Missing reside?,0.9964487552642822,2.0233333333333334,76.66666666666666,11.339285714285722,1941
2116,What genre is Songs for Distingué Lovers?,"In which categorical classification does the auditory composition entitled ""Songs for Distingué Lovers"" reside within the intricate taxonomy of musical genres?",0.9838896989822388,1.5907142857142855,83.33333333333333,-15.908571428571406,1942
2117,What genre is Pieter Jacobsz Duyfhuysen?,"In what categorical classification, pertaining to artistic or literary forms, does the oeuvre of Pieter Jacobsz Duyfhuysen reside?",0.997015118598938,1.3316666666666668,69.04761904761905,9.965000000000003,1943
