Original Query,Query,Roberta Formality Ranking Score,Concreteness Score,Linguistic Formality Score,Readability,possible_answers
Where did Franz Waxman die?,Where did that dude Franz Waxman kick the bucket?,0.2168841511011123,2.611666666666667,70.0,94.3,['Los Angeles']
Where did František Ipser die?,"Hey, so like, where did that dude František Ipser kick the bucket?",0.1043295860290527,2.4714285714285715,73.33333333333333,81.85500000000002,['Czech Republic']
Where did Iuliu Hațieganu die?,Where did that Iuliu Hațieganu dude kick the bucket?,0.1852411180734634,2.611666666666667,70.0,66.10000000000002,['Cluj-Napoca']
Where did Damo die?,"So, like, where did Damo kick the bucket?",0.114256277680397,2.632,54.54545454545455,92.965,['Crotone']
Where did Yakym Senkivskyi die?,Where did that dude Yakym Senkivskyi kick the bucket?,0.17144675552845,2.611666666666667,70.0,75.50000000000003,['Drohobych']
Where did Sayyid Ajjal Shams al-Din Omar die?,"Hey, so like, where did that Sayyid Ajjal Shams al-Din Omar dude kick the bucket?",0.0886382311582565,1.73,77.77777777777777,90.1325,['Yunnan']
Where did Roland Topor die?,"Hey, do you know where Roland Topor kicked the bucket?",0.480800598859787,1.532857142857143,54.166666666666664,78.24500000000002,['Paris']
Where did David Crawford die?,"Yo, where did that dude David Crawford kick the bucket?",0.1545537412166595,2.238571428571429,70.83333333333333,86.70500000000001,['Bahrain']
Where did Giovanni Papini die?,"Hey, where did that dude Giovanni Papini kick the bucket?",0.153591901063919,2.4714285714285715,70.83333333333333,69.78500000000001,['Florence']
Where did Walter H. Stockmayer die?,"Hey, do you know where Walter H. Stockmayer kicked the bucket?",0.3743613660335541,1.34125,57.69230769230769,85.88886363636365,['Norwich']
Where did George Frampton die?,"Hey, so like, where did that George Frampton dude kick the bucket?",0.0900855064392089,2.4714285714285715,73.33333333333333,95.955,['London']
Where did Paul F. Keene Jr. die?,"Hey, so like, where did Paul F. Keene Jr. kick the bucket?",0.1158124282956123,1.67125,73.33333333333333,111.125,['Philadelphia']
Where did Nikolay Diletsky die?,"Hey, where did that dude Nikolay Diletsky kick the bucket?",0.1614781022071838,2.4714285714285715,70.83333333333333,69.78500000000001,['Moscow']
Where did Jaromír die?,Where did Jaromír kick the bucket?,0.4645259082317352,2.935,57.14285714285714,87.94500000000002,['Esztergom']
Where did Alice Spencer die?,"Hey, so like, where did Alice Spencer kick the bucket?",0.118821233510971,2.2283333333333335,69.23076923076923,86.70500000000001,['Harefield']
Where did Francisco Gil de Taboada die?,"Hey, so like where did that dude Francisco Gil de Taboada kick the bucket?",0.0812530666589737,2.4714285714285715,78.125,77.81071428571428,['Madrid']
Where did Aleksander Raczyński die?,"Hey, so like, where did Aleksander Raczyński kick the bucket?",0.1203311532735824,2.2283333333333335,69.23076923076923,61.32500000000002,['Lviv']
Where did Wilhelm Lachnit die?,"So, like, where did that Wilhelm Lachnit dude kick the bucket?",0.097199872136116,2.4414285714285713,57.14285714285714,87.99727272727276,['Dresden']
Where did Paul Petiet die?,"Hey, do you guys know where Paul Petiet kicked the bucket?",0.1450107842683792,1.34125,50.0,87.99727272727276,['Limoux']
Where did George A. Paddock die?,Where did that dude George A. Paddock kick the bucket?,0.17012520134449,2.8414285714285716,72.72727272727272,100.24000000000002,['Evanston']
Where did Maurice Sand die?,"Hey, so like, where did Maurice Sand kick the bucket?",0.1321669965982437,3.061666666666667,69.23076923076923,95.165,['Nohant-Vic']
Where did Louis I die?,"So, like, where did Louis I kick the bucket?",0.1146129444241523,2.193333333333334,50.0,103.70000000000002,['Spangenberg']
Where did Marjorie Cameron die?,Where did that Marjorie Cameron chick kick the bucket?,0.2425356358289718,2.7783333333333338,70.0,75.50000000000003,['Los Angeles']
Where did James Laird die?,"Hey, so like, where did that dude James Laird kick the bucket?",0.0925987586379051,2.4714285714285715,73.33333333333333,95.955,['Hastings']
Where did Abraham Leon die?,"Hey, so like, where did Abraham Leon kick the bucket?",0.1246866360306739,2.2283333333333335,69.23076923076923,86.70500000000001,['Auschwitz concentration camps']
Where did Ernest Goüin die?,"Yo, where did that dude Ernest Goüin kick the bucket?",0.1698925644159317,2.238571428571429,70.83333333333333,86.70500000000001,['Paris']
Where did Ernest Peirce die?,"Hey, so like, where did that dude Ernest Peirce kick the bucket?",0.0970781445503234,2.4714285714285715,73.33333333333333,95.955,['Apache Junction']
Where did Lorenzo Wright die?,"Yo, where did Lorenzo Wright kick the bucket?",0.3593015074729919,1.9566666666666668,65.0,82.39000000000001,['Detroit']
Where did Michel Renard die?,"So, like, where did that Michel Renard dude kick the bucket?",0.0982635989785194,2.4414285714285713,64.28571428571429,87.99727272727276,['Fort-de-France']
Where did Gabor Peterdi die?,"Hey, so like, where did Gabor Peterdi kick the bucket?",0.1180435046553611,2.2283333333333335,69.23076923076923,78.24500000000002,['Stamford']
Where did Boris Mikhaylovich Zaytsev die?,"Yo, where did that Boris Zaytsev dude kick the bucket?",0.1820750385522842,2.238571428571429,70.83333333333333,86.70500000000001,['Moscow']
Where did Robbie Branscum die?,Where did that dude Robbie Branscum kick the bucket?,0.179738238453865,2.611666666666667,70.0,94.3,['San Pablo']
Where did Juan Bautista Mayno die?,"Hey, where did that dude Juan Bautista Mayno kick the bucket?",0.1398572027683258,2.1624999999999996,73.07692307692308,80.30636363636367,['Madrid']
Where did Jakub Bart-Ćišinski die?,"Yo, where did Jakub Bart-Ćišinski kick the bucket?",0.2138449251651764,1.482,65.0,75.50000000000003,['Panschwitz-Kuckau']
Where did Edward Blake die?,Where did that dude Edward Blake kick the bucket?,0.1894764900207519,2.611666666666667,70.0,94.3,['Toronto']
Where did Carolus Magnus Hutschenreuther die?,"Hey, do you know where Carolus Magnus Hutschenreuther kicked the bucket?",0.2744103968143463,1.34125,57.69230769230769,49.54272727272729,['Hohenberg an der Eger']
Where did John H. Rousselot die?,"Hey, so like, where did that dude John H. Rousselot kick the bucket?",0.0979947075247764,2.5975,75.0,96.11442307692307,['Irvine']
Where did Qualpopoca die?,Where did that dude Qualpopoca kick the bucket?,0.1847726255655288,3.1340000000000003,66.66666666666667,71.81500000000001,['Tenochtitlan']
Where did Franco Cortese die?,"Hey, so like, where did that dude Franco Cortese kick the bucket?",0.0935234278440475,2.4714285714285715,73.33333333333333,88.905,['Milan']
Where did Jules Germain Cloquet die?,"Hey, so like, where did that Jules Germain Cloquet dude kick the bucket?",0.092202179133892,2.1624999999999996,75.0,83.0092307692308,['Paris']
Where did Marian Mazur die?,Where did that Marian Mazur dude kick the bucket?,0.1752736419439315,2.611666666666667,70.0,84.90000000000003,['Warsaw']
Where did C. E. Beeby die?,"Hey, where did that dude C. E. Beeby kick the bucket?",0.1558752804994583,2.1624999999999996,73.07692307692308,103.13151515151516,['Wellington']
Where did Benjamin Bwalya die?,"Yo, so like, where did that dude Benjamin Bwalya kick the bucket?",0.0711759254336357,2.238571428571429,73.33333333333333,81.85500000000002,['Mufulira']
Where did Josef Ackermann die?,"Hey, so like, where did that dude Josef Ackermann kick the bucket?",0.097478836774826,2.4714285714285715,73.33333333333333,81.85500000000002,['Vallendar']
Where did Samuel Lewis die?,"Yo, where’d Samuel Lewis kick the bucket?",0.1093934848904609,1.327142857142857,77.27272727272727,82.39000000000001,['London']
Where did Lathrop Brown die?,Where did that dude Lathrop Brown kick the bucket?,0.2048803120851516,3.9175,70.0,94.3,['Fort Myers']
Where did Edouard Silas die?,"So, like, where did Edouard Silas kick the bucket?",0.1278475224971771,2.193333333333334,58.33333333333333,84.90000000000003,['London']
Where did Aaron Pryor die?,"Yo, where'd Aaron Pryor kick the bucket?",0.1127365827560424,1.858,70.0,92.965,['Cincinnati']
Where did Samuel Johnston die?,"So, like, where did Samuel Johnston kick the bucket?",0.1327681392431259,2.193333333333334,58.33333333333333,84.90000000000003,['Chowan County']
Where did James T. Farley die?,"Yo, where did that dude James T. Farley kick the bucket?",0.1762631982564926,1.95875,73.07692307692308,93.57977272727274,['Jackson']
Where did Giuseppe Martucci die?,"Yo, where did that dude Giuseppe Martucci kick the bucket?",0.1840728968381881,2.238571428571429,70.83333333333333,78.24500000000002,['Naples']
Where did Adolph Wold die?,"Hey, so like, where did that dude Adolph Wold kick the bucket?",0.0907080471515655,2.8833333333333333,73.33333333333333,95.955,['Oslo']
Where did Arda Denkel die?,"So, like, where did Arda Denkel kick the bucket?",0.1195089519023895,2.193333333333334,58.33333333333333,84.90000000000003,['Istanbul']
Where did Vjekoslav Klaić die?,"Hey, so like, do you know where Vjekoslav Klaić kicked the bucket?",0.1209091916680336,1.532857142857143,60.0,81.85500000000002,['Zagreb']
Where did Giuseppe Ornati die?,"Yo, where did that dude Giuseppe Ornati kick the bucket?",0.1941359341144561,2.268,70.83333333333333,78.24500000000002,['Milan']
Where did Assadollah Hosseinpoor die?,"Yo, where did that dude Assadollah Hosseinpoor kick the bucket?",0.1387028992176056,2.238571428571429,70.83333333333333,61.32500000000002,['Tehran']
Where did Louis Glass die?,Where did Louis Glass kick the bucket?,0.2649312615394592,3.3120000000000003,62.5,103.04428571428576,['Copenhagen']
Where did Freeman Nickerson die?,"Yo, where did that dude Freeman Nickerson kick the bucket?",0.1897088885307312,2.712857142857143,70.83333333333333,78.24500000000002,['Chariton River']
Where did Jesse Price die?,"Hey, so like, where did Jesse Price kick the bucket?",0.1165345534682273,2.8333333333333335,69.23076923076923,103.625,['Ocean City']
Where did Francisco Antonio de Lorenzana die?,"Hey, do you know where Francisco Antonio de Lorenzana kicked the bucket?",0.2881636917591095,1.532857142857143,57.142857142857146,46.60500000000002,['Rome']
Where did Ramón Corona die?,"Hey, so like, where did Ramón Corona kick the bucket?",0.1208329051733017,2.805,69.23076923076923,86.70500000000001,['Guadalajara']
Where did José Maldonado González die?,"Hey, do you know where José Maldonado González kicked the bucket?",0.3511870503425598,1.34125,57.69230769230769,64.9245454545455,['Oviedo']
Where did Francisco González de la Vega die?,"Hey, do you know where that dude Francisco González de la Vega kicked the bucket?",0.1393577456474304,1.8325,58.82352941176471,73.17000000000003,['Mexico City']
Where did Li Dazhao die?,"Hey, so like, where did that dude Li Dazhao kick the bucket?",0.0904197096824646,2.4714285714285715,73.33333333333333,95.955,['Beijing']
Where did Claes Rålamb die?,"Hey, do you know where Claes Rålamb kicked the bucket?",0.4436674416065216,1.532857142857143,54.166666666666664,95.165,['Stockholm']
Where did Rene Bond die?,"Hey, so where did that Rene Bond chick kick the bucket?",0.1533810496330261,2.9175,65.38461538461539,103.37909090909092,['Los Angeles']
Where did Herbert Hake die?,"Hey, where did that dude Herbert Hake kick the bucket?",0.187108501791954,2.4714285714285715,70.83333333333333,95.165,['Sydney']
Where did Narcisa Freixas die?,"Hey, do you know where Narcisa Freixas kicked the bucket?",0.3035992085933685,1.532857142857143,54.166666666666664,69.78500000000001,['Barcelona']
Where did Ernst Kupfer die?,"Yo, where did that dude Ernst Kupfer kick the bucket?",0.1951761245727539,2.238571428571429,70.83333333333333,95.165,['Thessaloniki']
Where did John Adair die?,"Hey, so like, where did John Adair kick the bucket?",0.1198689863085746,2.8083333333333336,69.23076923076923,95.165,['San Francisco']
Where did Raúl Sanguineti die?,"Hey, so like, where did that dude Raúl Sanguineti kick the bucket?",0.0977455899119377,2.4714285714285715,73.33333333333333,81.85500000000002,['Buenos Aires']
Where did Alessandro Nini die?,Where did that dude Alessandro Nini kick the bucket?,0.1901376694440841,2.611666666666667,70.0,66.10000000000002,['Bergamo']
Where did Georg Petel die?,"Hey, so like, where did that dude Georg Petel kick the bucket?",0.0982246920466423,2.4714285714285715,73.33333333333333,95.955,['Augsburg']
Where did Gunnar Finne die?,"Hey, so like, where did Gunnar Finne kick the bucket?",0.1210067719221115,2.2283333333333335,69.23076923076923,95.165,['Helsinki']
Where did Salim Al-Mubarak Al-Sabah die?,"Hey, so like, where did that dude Salim Al-Mubarak Al-Sabah kick the bucket?",0.1035243645310401,2.1624999999999996,75.0,78.81000000000003,['Kuwait city']
Where did Hugh Morgan die?,Where did that dude Hugh Morgan kick the bucket?,0.1955545246601104,2.611666666666667,70.0,94.3,['Scotland']
Where did George Hourmouziadis die?,"Hey, do you know where George Hourmouziadis kicked the bucket?",0.2908385396003723,1.532857142857143,54.166666666666664,69.78500000000001,['Thessaloniki']
Where did Hans Kehr die?,"Hey, so like, where did that dude Hans Kehr kick the bucket?",0.0999799370765686,2.4714285714285715,73.33333333333333,103.005,['Berlin']
Where did Crese Heismann die?,"Hey, where did that dude Crese Heismann kick the bucket?",0.1755575984716415,2.4714285714285715,70.83333333333333,95.165,['Cincinnati']
Where did Clymer Wright die?,"Hey, so like, where did Clymer Wright kick the bucket?",0.1238007619976997,2.2283333333333335,69.23076923076923,95.165,['Houston']
Where did Johannes Virolainen die?,"Yo, where did that dude Johannes Virolainen kick the bucket?",0.1823212802410125,2.238571428571429,70.83333333333333,61.32500000000002,['Lohja']
Where did Mike Roberts die?,"Yo, where did that dude Mike Roberts kick the bucket?",0.1749115586280822,2.902857142857143,70.83333333333333,95.165,['Albuquerque']
Where did August Everding die?,Where did that dude August Everding kick the bucket?,0.2628267705440521,3.1183333333333336,70.0,75.50000000000003,['Munich']
Where did Heinz Bevernis die?,Where did that dude Heinz Bevernis kick the bucket?,0.1718224883079528,2.611666666666667,70.0,84.90000000000003,['Staraya Russa']
Where did Ana Casares die?,"Hey, do you know where Ana Casares kicked the bucket?",0.4891963005065918,1.532857142857143,54.166666666666664,69.78500000000001,['Buenos Aires']
Where did Bohuslav Karlík die?,"Hey, where did that dude Bohuslav Karlík kick the bucket?",0.1660676002502441,2.4714285714285715,70.83333333333333,86.70500000000001,['Prague']
Where did Wilhelm Thielepape die?,"Hey, so like, where did that dude Wilhelm Thielepape kick the bucket?",0.1040924414992332,2.4714285714285715,73.33333333333333,81.85500000000002,['Chicago']
Where did John of Biclaro die?,"Hey, do you know where that dude John of Biclaro kicked the bucket?",0.135931596159935,2.2675,56.66666666666667,83.0092307692308,['Girona']
Where did Émile de Mot die?,Where did that dude Émile de Mot kick the bucket?,0.2169127166271209,3.1340000000000003,68.18181818181819,103.625,['Brussels-Capital Region']
Where did Henricus Canisius die?,"Hey, do you know where that dude Henricus Canisius kicked the bucket?",0.1409540921449661,1.8325,53.57142857142857,67.75500000000001,['Ingolstadt']
Where did Kees Ouwens die?,"Hey, do you know where Kees Ouwens kicked the bucket?",0.3889705538749695,1.532857142857143,54.166666666666664,86.70500000000001,['Heemstede']
Where did Harry Nice die?,"So, like, where did Harry Nice kick the bucket?",0.1191532686352729,2.556666666666666,58.33333333333333,94.3,['Baltimore']
Where did Matthias Kessels die?,"Yo, where did that dude Matthias Kessels kick the bucket?",0.2080842554569244,2.238571428571429,70.83333333333333,86.70500000000001,['Rome']
Where did Bill Graham die?,"Hey, do you know where Bill Graham kicked the bucket?",0.4038327634334564,2.2014285714285715,54.166666666666664,86.70500000000001,['Flemingsburg']
Where did Duncan Forbes die?,Where did that dude Duncan Forbes kick the bucket?,0.1764979362487793,2.611666666666667,70.0,84.90000000000003,['London']
Where did Alfonso XI of Castile die?,"Hey, so like, where did that Alfonso XI dude from Castile kick the bucket?",0.0984479635953903,2.1624999999999996,76.47058823529412,83.85357142857143,['Gibraltar']
Where did Archie Campbell die?,"Hey, so like, where did Archie Campbell kick the bucket?",0.1187611669301986,2.2283333333333335,69.23076923076923,95.165,['Knoxville']
Where did Adolf Rettelbusch die?,Where did that dude Adolf Rettelbusch kick the bucket?,0.2194827497005462,2.611666666666667,70.0,75.50000000000003,['Magdeburg']
Where did Anton von Schmerling die?,"Yo, where did that dude Anton von Schmerling kick the bucket?",0.2169027477502823,2.238571428571429,73.07692307692308,87.99727272727276,['Vienna']
Where did Latif Karimov die?,"Yo, where did that dude Latif Karimov kick the bucket?",0.2012060284614563,2.238571428571429,70.83333333333333,78.24500000000002,['Baku']
Where did Gerhard Wagner die?,"So, like, where did Gerhard Wagner kick the bucket?",0.1207449436187744,2.193333333333334,58.33333333333333,84.90000000000003,['Munich']
Where did Arthur Jones die?,"Hey, so like, where did Arthur Jones kick the bucket?",0.1242966577410698,2.2283333333333335,69.23076923076923,86.70500000000001,['New York City']
Where did Hirata Tosuke die?,"So, like, where did Hirata Tosuke kick the bucket?",0.1191102415323257,2.193333333333334,58.33333333333333,75.50000000000003,['Tokyo']
Where did Yitzhak Kaduri die?,Where did that dude Yitzhak Kaduri kick the bucket?,0.174745962023735,2.611666666666667,70.0,75.50000000000003,['Jerusalem']
Where did Johannes van der Aeck die?,"Yo, so where did that dude Johannes van der Aeck kick the bucket?",0.12720687687397,1.8988888888888888,70.0,89.51692307692309,['Leiden']
Where did Yiannis Poulakas die?,"Hey, do you know where Yiannis Poulakas kicked the bucket?",0.3844751715660095,1.532857142857143,54.166666666666664,69.78500000000001,['Athens']
Where did Bob Frankford die?,"Hey, so like, where did Bob Frankford kick the bucket?",0.1171872615814209,2.841666666666667,69.23076923076923,95.165,['Toronto']
Where did Edgar Lewis Horwood die?,"So, like, where did that Edgar Lewis Horwood dude kick the bucket?",0.0973413661122322,2.13625,66.66666666666666,81.85500000000002,['Ottawa']
Where did John R. Dellenback die?,Where did that dude John R. Dellenback kick the bucket?,0.1873668730258941,2.735714285714286,72.72727272727272,91.78000000000004,['Medford']
Where did Paul Blair die?,"So, like, where did Paul Blair kick the bucket?",0.1206725686788559,2.193333333333334,58.33333333333333,103.70000000000002,['Latrobe']
Where did Frederick William IV of Prussia die?,"Hey, so like, where did that Frederick William IV dude from Prussia kick the bucket?",0.1014810502529144,1.9222222222222225,77.77777777777777,78.81000000000003,['Potsdam']
Where did Snapper Kennedy die?,"Yo, where did Snapper Kennedy kick the bucket?",0.2391158044338226,2.7100000000000004,65.0,71.81500000000001,['Pasadena']
Where did Maa Naa Chowdappa die?,"Hey, so like, where did Maa Naa Chowdappa kick the bucket?",0.1127822324633598,1.91,71.42857142857143,87.99727272727276,['Bengaluru']
Where did John I of Aragon die?,"Hey, where did that dude John I of Aragon kick the bucket?",0.1600268632173538,2.5975,67.85714285714286,88.905,['Girona']
Where did Ángel Leyes die?,"Yo, where did Ángel Leyes kick the bucket?",0.260520339012146,1.9566666666666668,55.0,103.54,['Buenos Aires']
Where did George Tofan die?,Where did that dude George Tofan kick the bucket?,0.1638155132532119,2.611666666666667,70.0,94.3,['Chernivtsi']
Where did George Bechtel die?,"Hey, do you know where George Bechtel kicked the bucket?",0.4756656885147095,1.532857142857143,54.166666666666664,86.70500000000001,['Philadelphia']
Where did John III of Naples die?,"Yo, where did that dude John III of Naples kick the bucket?",0.1691029816865921,2.39375,75.0,95.955,['Naples']
Where did Lemuel Ricketts Boulware die?,"Yo, where did that dude Lemuel Ricketts Boulware kick the bucket?",0.2091093063354492,1.95875,73.07692307692308,80.30636363636367,['Delray Beach']
Where did Philip Elman die?,"So, like, where did that dude Philip Elman kick the bucket?",0.1035227179527282,2.4414285714285713,64.28571428571429,87.99727272727276,"['Washington, D.C.']"
Where did Rudolf Havenstein die?,"Hey, so like, where’d Rudolf Havenstein kick the bucket?",0.0966403633356094,1.56,78.57142857142857,78.24500000000002,['Berlin']
Where did Rayford Barnes die?,"Hey, where did that dude Rayford Barnes kick the bucket?",0.1912101209163665,2.4714285714285715,70.83333333333333,86.70500000000001,['Santa Monica']
Where did Joseph Boniface de La Môle die?,"Hey, so like, where did that dude Joseph Boniface de La Môle kick the bucket?",0.102855272591114,2.4714285714285715,77.77777777777777,84.45000000000003,['Paris']
Where did Roy Olmstead die?,"Yo, so like, where did that dude Roy Olmstead kick the bucket?",0.063309907913208,2.238571428571429,73.33333333333333,95.955,['Seattle']
Where did Georg Hellmesberger die?,Where did that dude Georg Hellmesberger kick the bucket?,0.1966414749622345,2.611666666666667,70.0,75.50000000000003,['Vienna']
Where did Karel de Nerée tot Babberich die?,"Hey, so like, where did that dude Karel de Nerée tot Babberich kick the bucket?",0.104949302971363,3.0742857142857147,77.77777777777777,84.45000000000003,['Todtmoos']
Where did John D. Stewart die?,"Hey, so like, where did that dude John D. Stewart kick the bucket?",0.0944704562425613,2.5975,75.0,102.6221153846154,['Griffin']
Where did Giovanni Giacomo Semenza die?,"Yo, where did that dude Giovanni Giacomo Semenza kick the bucket?",0.1815332621335983,1.95875,73.07692307692308,57.23363636363638,['Bologna']
Where did Chet Miller die?,"Hey, so like, where did that dude Chet Miller kick the bucket?",0.0864120125770568,3.025714285714286,73.33333333333333,95.955,['Indianapolis']
Where did William Henry Becker die?,"Hey, so like, where did that dude William Henry Becker kick the bucket?",0.0993281751871109,2.1624999999999996,75.0,83.0092307692308,['Columbia']
Where did Aleksander Kesküla die?,"Hey, so like, where did that dude Aleksander Kesküla kick the bucket?",0.099218875169754,2.4714285714285715,73.33333333333333,74.805,['Madrid']
Where did Antoni Barnaba Jabłonowski die?,"So, like, where did Antoni Barnaba Jabłonowski kick the bucket?",0.1216325387358665,1.88,61.53846153846153,44.405,['Warsaw']
Where did Maqsood Ahmed die?,"Hey, do you know where Maqsood Ahmed kicked the bucket?",0.4746569395065307,1.532857142857143,54.166666666666664,78.24500000000002,['Rawalpindi']
Where did Solomon Mogilevsky die?,"Yo, do you know where Solomon Mogilevsky kicked the bucket?",0.2319471538066864,1.3,54.166666666666664,52.86500000000001,['Georgian Soviet Socialist Republic']
"Where did Joseph Sherman Frelinghuysen, Jr. die?","Hey, do you know where Joseph Sherman Frelinghuysen, Jr. kicked the bucket?",0.210496500134468,1.1922222222222223,60.0,66.79500000000002,['Morristown']
Where did James T. Pratt die?,"Hey, so like, do you know where James T. Pratt kicked the bucket?",0.1238163784146308,1.34125,62.5,96.11442307692307,['Wethersfield']
Where did Johnny Watts die?,"Yo, where did Johnny Watts kick the bucket?",0.3197607398033142,1.9566666666666668,65.0,92.965,['Brownhills']
Where did Heraclius I of Kakheti die?,"So, like, where did that dude Heraclius I from Kakheti kick the bucket?",0.0935589224100112,2.13625,62.5,76.50153846153849,['Isfahan']
Where did Fritz Riemann die?,Where did that dude Fritz Riemann kick the bucket?,0.1925913691520691,2.611666666666667,70.0,94.3,['Erfurt']
Where did Emmi Bonhoeffer die?,"Hey, so like, where did Emmi Bonhoeffer kick the bucket?",0.1137273460626602,2.2283333333333335,69.23076923076923,78.24500000000002,['Berlin']
Where did Jole Bovio Marconi die?,"Hey, do you know where Jole Bovio Marconi kicked the bucket?",0.3297268450260162,1.34125,57.69230769230769,72.61545454545457,['Palermo']
Where did Stephen V. White die?,"Yo, where did that dude Stephen V. White kick the bucket?",0.192359983921051,2.7942857142857145,73.07692307692308,101.2706818181818,['Brooklyn']
Where did Ivan Petrovsky die?,Where did that dude Ivan Petrovsky kick the bucket?,0.170966237783432,2.611666666666667,70.0,75.50000000000003,['Moscow']
Where did Luigi Rolando die?,"Hey, so like, where did that dude Luigi Rolando kick the bucket?",0.0951373428106308,2.8833333333333333,73.33333333333333,81.85500000000002,['Turin']
Where did Samuel Bindon die?,"Hey, where’d that dude Samuel Bindon kick the bucket?",0.1046810671687126,1.85625,69.23076923076923,86.70500000000001,['St Kilda']
Where did Odoardo Farnese die?,"Hey, so like, where did that dude Odoardo Farnese kick the bucket?",0.0937803164124488,2.8833333333333333,73.33333333333333,81.85500000000002,['Piacenza']
Where did Henry Miller die?,"Hey, so like, where did that dude Henry Miller kick the bucket?",0.0918708145618438,3.025714285714286,73.33333333333333,88.905,"['California', 'New York City', 'California', 'New York City']"
Where did Pascual Madoz die?,"Hey, do you know where Pascual Madoz kicked the bucket?",0.3810352981090545,1.532857142857143,54.166666666666664,78.24500000000002,['Genoa']
Where did Cor Groot die?,"Hey, so like, where did Cor Groot kick the bucket?",0.1161833703517913,2.2283333333333335,69.23076923076923,103.625,['Haarlem']
"Where did John Ernest IV, Duke of Saxe-Coburg-Saalfeld die?","So, like, where did John Ernest IV, that Duke dude from Saxe-Coburg-Saalfeld, kick the bucket?",0.1306837052106857,2.457,65.0,85.07411764705884,['Saalfeld']
Where did Leon De La Mothe die?,"Hey, so like, where did that dude Leon De La Mothe kick the bucket?",0.098984956741333,2.594,76.47058823529412,101.98214285714286,['Los Angeles']
Where did Rauf Orbay die?,"Hey, do you know where Rauf Orbay kicked the bucket?",0.4279913008213043,1.532857142857143,54.166666666666664,86.70500000000001,['Istanbul']
Where did Nicodemus Tessin the Elder die?,"Hey, so like, where did that Nicodemus Tessin the Elder dude kick the bucket?",0.0711786076426506,2.61125,76.47058823529412,71.76785714285715,['Stockholm']
Where did Conrad Wilhelm Hase die?,"So, like, where did that dude Conrad Wilhelm Hase kick the bucket?",0.1092133074998855,2.13625,66.66666666666666,88.905,['Hanover']
Where did Martin P. Nilsson die?,"Hey, so where did that Martin P. Nilsson dude kick the bucket?",0.1210344657301902,2.466666666666667,67.85714285714286,94.995,['Lund']
Where did Frankie Campbell die?,"Hey, so like, where did Frankie Campbell kick the bucket?",0.1226681843400001,2.2283333333333335,69.23076923076923,95.165,['San Francisco']
Where did Joshua Weldon Miles die?,"Hey, do you know where that dude Joshua Weldon Miles kicked the bucket?",0.1487990170717239,2.03,56.666666666666664,76.50153846153849,['Baltimore']
Where did Jean-Marie Demange die?,"Hey, do you know where Jean-Marie Demange kicked the bucket?",0.4349913299083709,1.532857142857143,54.166666666666664,87.99727272727276,['Thionville']
Where did Paul-Otto Bessire die?,"So, like, where did Paul-Otto Bessire kick the bucket?",0.1258144825696945,2.193333333333334,58.33333333333333,86.70500000000001,['Moutier']
Where did Arnold Karplus die?,"Hey, do you know where Arnold Karplus kicked the bucket?",0.409369558095932,1.532857142857143,54.166666666666664,78.24500000000002,['Caracas']
Where did Jonathan Goforth die?,"Hey, where did that dude Jonathan Goforth kick the bucket?",0.1482068598270416,2.4714285714285715,70.83333333333333,78.24500000000002,['Wallaceburg']
Where did Méric Casaubon die?,"Hey, so like, where did that Méric Casaubon dude kick the bucket?",0.0901079773902893,2.4714285714285715,73.33333333333333,88.905,['Canterbury']
Where did Mikhail Samoilovich Neiman die?,"Hey, so like, where did that dude Mikhail Samoilovich Neiman kick the bucket?",0.1091887056827545,2.1624999999999996,75.0,69.99384615384618,['Moscow']
Where did Bernard Marshall die?,"Hey, so like, where did Bernard Marshall kick the bucket?",0.1202144548296928,2.2283333333333335,69.23076923076923,86.70500000000001,['United States of America']
Where did Imre Harangi die?,Where did that dude Imre Harangi kick the bucket?,0.1967163532972335,2.611666666666667,70.0,84.90000000000003,['Budapest']
Where did Natalie Savage Carlson die?,"Hey, do you know where Natalie Savage Carlson kicked the bucket?",0.3696748316287994,1.68,57.69230769230769,72.61545454545457,['Rhode Island']
Where did Samuel Daskam die?,"Yo, where did that dude Samuel Daskam kick the bucket?",0.1697531938552856,2.238571428571429,70.83333333333333,86.70500000000001,['Norwalk']
Where did Karl August Otto Hoffmann die?,"So, like, where did that dude Karl August Otto Hoffmann kick the bucket?",0.1157329007983207,2.236666666666667,68.75,83.0092307692308,['Berlin']
Where did Robert Ewing die?,Where did that dude Robert Ewing kick the bucket?,0.2009072750806808,2.611666666666667,70.0,84.90000000000003,['New Orleans']
Where did John Crosfield die?,"Hey, do you know where John Crosfield kicked the bucket?",0.4573617875576019,2.03,54.166666666666664,86.70500000000001,['Hampstead']
Where did Robert Coates die?,"So, like, where did that dude Robert Coates kick the bucket?",0.105233334004879,2.4414285714285713,64.28571428571429,87.99727272727276,['New York City']
Where did Charles Gore die?,"Yo, where did that dude Charles Gore kick the bucket?",0.1583254337310791,2.725714285714286,70.83333333333333,95.165,['London']
Where did Marx Augustin die?,Where did that dude Marx Augustin kick the bucket?,0.1864232122898101,2.611666666666667,70.0,84.90000000000003,['Vienna']
Where did John C. Rice die?,"Hey, do you know where John C. Rice kicked the bucket?",0.4188037812709808,2.38375,57.69230769230769,101.2706818181818,['Philadelphia']
